D16S539	8	0,010325655
D16S539	9	0,095710882
D16S539	10	0,05401112
D16S539	11	0,303018268
D3S1358	11	0,001985703
TH01	5	0,00079
TH01	6	0,22954726
TH01	7	0,139396346
TH01	8	0,100079428
TH01	8,3	0,000794281
TH01	9	0,194598888
TH01	9,3	0,320095314
TH01	10	0,014694202
vWA	11	0,000397141
